id,message,original,genre
2300,the aftershocks. that could help keep people from panicking because they are really afraid and so am i ,plik tranbleman de te yo sa kapab ede moun kont panik yo paske yo pa anpil mwen menm mwen pa tout,direct
2301,"In the city of Marchand Dessalines, we need food for the survivors coming from Port-au-Prince",Dans la ville de Marchand Dessalines nous avons besoin des produits alimentaires pour les rescaps venant de p-au-p.,direct
2302,"Good Morning, we are located around the runway. we haven't received any help here. There are victims among us. Here is where we area we are a little further down from Building 2004 Please help us. we are awaiting your response",BONJOU NOU NAN ZON PIS LA NOU PA JWEN N OKEN N ED MEN NOU VIKTI M TOU MEN NAN KI ZON NOU YE PI BA BILDIN 2004 LA SIL VOU PLE EDE NOU MAP TAN N REPONS OU,direct
2303,i would like to have the new information there is,Mwen ta renmen konnen enfomasyon tou nf ki genyen yo.,direct
2304,I need information about how I can leave this country,Yon ti enfomasyon map mande sou kijan pou moun pati,direct
2305,Please give me information about where to find fuel and the temperature.,Tanpri ban mwen yon ti enfomasyon sou gazman. Esou tanperati an. Jnjn.,direct
2306,"Are there going to be any flights that come in from Martinique, please? or Are there going to be any flights that are going to Martinique?",Es ke ap gen vol antran pou matinik SVP,direct
2307,"Good evening, we are an organization called FNL ( Friends for a New Life )",Bonswa! nou se yon oganizasyon ki rele FNL ( Friends for a New Life ),direct
2308,"I have legal residency, if a lawyer with the American Embassy wants to write to me, I don't have an address from which to wait from. The paperwork is finished, the visas are already bought and payed for. Please, what should I do?","Mwen sou rezidans, si avoka ki nan ambassade americaine ta vle ekrim, m pa gen adres kisam ka esper paske dosy yo fini, visa yo py deja svp kisa poum f?",direct
2309,i don't have the means to live with a 4 month old baby i had a little bakery and it was destroyed i need to find a job,Mwen pa gen mwayen pou si viv ak yon bebe 4 mwa yon ti boulange mwen gen li kraze mwen vle jwen you travay,direct
2310,"Top up my phone for me, because I am in need for it. Thanks",Mete yon ti kat pou mwen paske mw nan nesecite pou kat la mesi.,direct
2312,I would like to know when scientists think the aftershocks will end.,J aimerais savoir quand les geologues pensent-ils que ce seme prendra fin.,direct
2313,I need to know which artists died,MWEN BEZWEN KON. NEN KI ATIS KI MOURI,direct
2314,Where can I go to find a job as an English translator?,Ki kote poum ale poum jwenn yon dyob interprete anglais,direct
2315,Give me information about the earthquake please,Banmwen enfomasyon sou tranbledman de terre svp,direct
2316,"I have a 4 year old child who is sick, can you help me get a tarp please",MW GEN YON TIMOUN 4 AN LI MALAD ESKE NOU KAPAB FEM JWEN YON PWELA TANPRI.,direct
2317,.. . between them an 8 year old adolescent with a broken leg.,POU SOUPLE PAMI YO ADOLESAN 8 LANE KI GEN JANB LI KASE.,direct
2318,we need help at peguy-ville street docteur noel nomber 62 bis,we need help at peguy-ville street docteur noel nomber 62 bis,direct
2320,What are the provisions being made for the eventual aftershocks?,Quelles sont les provisions quant aux ventuelles repliques post- sismiques?,direct
2321,They said there are aftershocks like the one before,YO DI GEN YON TRANBLEMAN MENN JAN AK SA KTE PASE A,direct
2322,There is a school name Sbne in Carrefour which needs a backhoo to remove rubbles. Thanks. ,Gen yon lekol ki rele sbn ki nan kafou ki bezwen yon trakt pou debleye pil bout blik yo. mesi,direct
2323,there is a house in Brochet 47 near the school. It's a danger its about to collapse.,gen yon kay ki nan brocht 97 anwo ki gen lekol ak anpil lot bagay ladann. li reprezante yon danje pou moun kap pase mwen ta mande pou entans konsne yo,direct
2325,"We don't have anything. We need water, food, medicine, our address is across from Merger. ",nn anyen nou bezwen dlo manje medikaman adres nou se merger an fas,direct
2326,Hello I lost my house I have nowhere to go. Please tell me wat to do. I am lost.,bonswa kay mwen kraze mwen pagen kay pou m domi tanpri ban m yon tikonsey di m kisa pou m fe mwen se alix,direct
2327,we were very affected by the earthquake. we are in lizon 37. we need a lot of help,Nou tre touche nan katastrf la tou nan lizon 37 nou bezwen ed anpil,direct
2329,"We need your help we need food, water and medical supplies in delmas 75 publin. Av P. Philipe street","We need your help. we need food, water and medicament on delmas 75 publin Av. P. Philipe street Silencieux please think about us",direct
2330,I live in Diquini in the seminary school. We have food problems. Please send something for us.,MWEN ABITE NAN DIKINI NAN LOKAL SEMIN A NOU GEN PWOBLEM MANJE TANPRI FE YON BAGAY POU NOU,direct
2331,i have a lot of problems since thursday i can't eat much because i am so shocked. where i used to live is destroyed what can you do for me. i didn't save anything,Mwen gen anpil problem depi jeudi mwen pa ka mange telman mwen sezi. Kotem ta vive la craze plat atey kisa you ka fey pou mwen. Mwen pa sove anyen epi mwe,direct
2332,Please give us info. on the aftershocks we felt,Prire de nous donner les dernieres info sur les repliques ressenties,direct
2333,"good evening, in this dificul moment i would like to go to canada because i have family, what should i do to go?",Bonswa NAN MOMAN DIFISIL MWEN TAWEN MEN ALE KANADA SELA MWEN GEN FAN MI KISA POUM TA FE POUM ALE,direct
2334,We need help in Cabaret because we are sleeping in the street and we need shelter.,Noubezwen. de nan kabar. paske se nan lari nap demi noubezwen prela.,direct
2335,"We are in la Gonave. Ten days After this desaster we have needs, we are afraid to sleep in our house. We need food, water, medecine. please thinks to la gonave. ","We are in la Gonave. Ten days After this desaster we have needs, we are afraid to sleep in our house. We need food, water, medecine. please thinks to la gonave.",direct
2336,Hello. My house has been destroyed. How do I get help please.,SALI. YON ENFOMASYON SILVOU PLE KAY MWEN KRAZE PA KI FASON M KA PASE POU M JWEN N EDE,direct
2337,"Thanks for the message, Did your mom and dad already left",Oui mesi pou mesej la men eske manmanw ak papaw ale deja,direct
2338,I need an answer about the quake,MWEN BEZWEN ENFOMASYON SOU RES REPLIK LA,direct
2339,this is for ansavo where the station is,Se pou ansavo ( nip ) kibo stasyon an ye.,direct
2340,Where is Unicef's HeadQuarters??,hello caraibe silvouple kikote santral unicef la ye,direct
2341,I received a message to go too the Red Cross in Port au Prince. They said they. .. ,mte resevwa yon mesaj poum tale nan kwarouj potoprens yo di yo pa g,direct
2342,Can you not say a word in this,? ske nou paka di yon mo nan sa?,direct
2343,From OJVR (Organisation jeunes victimes sou Raille) to Digicel Organisation of young victims sou ray (name of the main road closest to the sea in Carrefour. We are a bunch of people who are victims of the catastrophe of Tuesday January 12,De OJVR A DIGICEL OJVR oganizasyon Jen viktim sou Ray nou se yon seri moun ki viktim nan katastf madi 12 Janvye a n,direct
2344,Message important asking whether Haiti is under occupation,Eske vrman Ayiti sou okipasyon ?,direct
2345,"I am from Port-au-Prince in the west. It is here that I have people/family. what can I do to live, my house is gone. OK",Mwen moun potopwens nan lws la se isit mwen gen moun kisa pou fe men m pou viv kay mwen kraze. Oke,direct
2346,"What we want is food. We haven't received any. We are in Leogane, Laferone. If we don't receive aid we will die. Are homes are destroyed and we have nothing.",Sa nou vle se manje nou pa janm jwenn nou nan leogan. laferone. sise pasa nap mouri kay nou kraze nou pa gen nan men nou.,direct
2347,I don't understand what the message is saying. Please tell me what it says. Thank you,Mwen pa konprann mesaj la svp konfime m sa mesaj la vle di merci,direct
2348,My friends has been crushed Fleurimond. Save us please. 3rd entrance St Antoine Bariy.,"Mezanmi aktielman la se tet chaje ak fredi kap kraze zonn. se FLEURIMOND f kelke chos, sove nou svp. mje 3m rantre st-antoine bariy gode dey antan dig",direct
2349,I have 250 people who need help. Where do I go to get help for them?,Mwen gen 250 moun ki bezen ed se ki kote mwen ka al chache sa pou yo,direct
2350,"People from Gressier living in the 2nd section in Morne Chandel, we are asking the concerned authorities to please check up on us because we haven't received anything. We need food, water and medecine.",Moun gresye kap viv nan dezym seksyon min chandl nap mande otorite konsne yo vire je gade nou paske nou pa janm jwenn anyen nou bezwen manje dlo ak me,direct
2351,"I live in port au prince, please help me because I don't know what to do",map viv pap svp edem paskem pa konn sa poum fe,direct
2352,"I'm not from the country side. if you want to help me, please do so ",Mwen pa moun nan pwovins si nou vle edem edem mesi.,direct
2353,I don't understand what you are saying. I am hungry in Laplaine.,"Mwen pa konprann sa nou voye dim lan, mwen grangou nan laplan epi nap palem de provens se moun depatman lws mwen nap palem de pwovens mezanmi se grangou",direct
2356,Do you think that a person with an exipred visa can still go to Santo Domingo?,Eske nou panse yon moun ki te gen viza epi viza l fini ka ltb sen domeng. Sanel,direct
2357,Good lord help us. Again I'm at Reginal Croix - Deprez in Pacot,Bondye beni n. Ank non m se Rginal croix - desprez zon PACOT,direct
2358,"If I am from the central plateau, where can I get a free ride out and I am homeless, I live tons of rain, Route Freres, even it is little",Sim se moun plato santral ki kote poum al pran machin gratis epi mwen sinistre mwen abiti a boukan la pli rout fr menm se ti,direct
2359,I'm in Gros Morne. I need food and clothes. My dear friends help me for the love of God,"Bonswa, mwen gentan retounen lakay mwen gros-morne, kounye a mwen grangou, mwen touni. My dear friends help me for the love of God.",direct
2360,I would like to know which station is for Cap-Haitien.,Mwen ta renmen konmen ki estasyon okap ye,direct
2361,My brother is american and I would like to know what can I do to leave Haiti,Mwen se moun potoprens mwen gen from ki natiralize ameriken ki demach from lan ka fe oubyen mwen ka fe pou mwen evakye mwen de katastrf sa a.,direct
2362,This is message is not important. It's political stuff about govenment removing the capital someplace else ,SI GOUVNMAN AN DESIDE DESANTRE VIL LA SE KOZE PAL PASKE MWEN SE MO,direct
2363,The good lord knows everything.,npil. .. Bondye konn tout bagay.,direct
2365,An information please : where is the bus station to go to Jrmie? ,Sil vou pl yon en fmasyon mwen bezwen sim pral jeremi ki b poum al pran machine,direct
2366,I am a ceramics craftsman but they don't have that type of work in the provinces,Mwen se yon bas seramic provins pa gen travay sa yo,direct
2367,".. . is disembarking in a place, Dame Marie received more than 5000 people already. Everything has gone up, a little bag of rice is 210, gallon of oil ","ft kap debake nan grandans lan kote sel komin Dame Marie gentan resevwa plis ke 5000 moun deja. tout bagay gentan monte tet ng. ti sak diri210, galon lw",direct
2368,Comme see us by mon Laza. Our house is completely ruined. We are dying.,PASE WE NOU NAN MNN LAZA. KAY NOU KRASE NT. . PASE WE NOU NAP MOURI,direct
2369,"Those people who will be in the provinces by the barrell, what did we plan for them? They have health and hunger, insecurity and expensive life problems",Moun sa yo kap nan provins pa bann e pa paket sa yo ki nou anvizage pou yo? Yo gin problem sante grangou insekirite lavicher?,direct
2370,"We need food and medicine, especially vitamin c. We need a tent, and we need water.","Nou pa moun en province, nou bezwen mange ak medikaman, surtou vitamine c, nou bezwen tante, pa gen dlo. Delma 41 imp myrthe, zone faustin 1e. Merci.",direct
2371,"I need help i'm at kafou Simon in Cayes, in the south of the country",MEZANMI W SAN KA FE POU MWEN MNAN KAFOU SIMON OKAY NAN SID PEYI A,direct
2372,"Well, the information is not really clear which bus goes to which zone. Nevertheless, I would like to go.",Alos infomasyon an pa tlman kl sou zaf bus la ki jou ki la e nan ki zone. malgre mwen ta renmen ale,direct
2373,I was in the city and they rescue me,SE NAN KAPITAL M TE YE YO RETIREM ANBA KAY.,direct
2374,coming down in Grande Anse where the only commune Dame Marie already received more than 5000 people. All the prices have already sky rocketed. A bag of rice is 210,"yon ki fet kap debake nan grandans lan kote sel komin Dame Marie gentan resevwa plis ke 5000 moun deja. tout bagay gentan monte tet ng. ti sak diri210, g",direct
2375,"Galon of oil : 65  Kerozen ( gaz blan ) : 42, Sugar : 5  to name only those. In any case, the ball is at the feet of the government and the international community. ","alon lwil65, galon kerozn ( gaz blan ) 42, gode sik krm5 poum site sa yo selman. antouka balon an nan pye gouvneman ak kominote entenasyonal la. nap tan",direct
2376,"For people from department Northwest, where can they find the buses to take?",E pou moun Ndws ki kote yo ka jwen bis pou yo vini,direct
2377,These people that are in Providence may be a banned We are hungry they have problems of health and institution.,Moun sa yo kap nan provins pa bann e pa paket sa yo ki sanou anvizage pou yo? Yo gin problem sante grangou insekirite lavicher?,direct
2378,"We need potable water, food, many tents or the cold will kill us, medecine for flu, infection and fever etc. We have many children with us. We. .. ","Nou bezwen dlo potab, manje, anpil tant ou pwela fredi ap touye nou, medikaman pou grip, pou enfeksyon pou fyv etc. Nou gen anpil timoun avek nou. Nou r",direct
2380,"Like we informed tomorrow, I am from Gressier and I am living at Tiboukan. Where we are, we didn't get any aid. I am begging you to take my case in charge. .. . ","Km nou t gentan enfme 2 m, m pa moun lot kote ke gresye e map viv tiboukan, kote nou ye nou pa jwenn oken ed, e map priye nou angras pran tks m an chaj p",direct
2381,"I Need aid in Cit Militaire ruelle ( street ) St Fort. Plz, it is food and water that we need. Do that for us. ",Mwn bezwen ed nan cite milite ruelle st fort stp se manje ak dlo nou bezwen fe sa pou nou,direct
2382,"If we're hungry where can we find food, we're dying",E si W gran gou kotew wap zwnn mange se mou ri nap mouri,direct
2383,THank you for all of your help. God bless you.,Nou pa moun okenn kote mesi ak ed ou a. Bondye ap pren swen nou. ke Bondye beni ou nan amou li.,direct
2384,.. . calling but no reply anymore. I see that they are doing some distribution in the area ,ap relem mpa janm tan2 yo ank mw yap f kek distribisyon nan komi,direct
2385,Message to be forwarded to government and to broadcast on radio : we are in Kensnoff and the quake hit us hard. We need to eat ,mesaj avek plis presizyon mwen swete nou lil pounou sou radyo epi voyel bay gouvn man anNou nan kenskf tranblemann te ya frape nou fe nou bezwen man,direct
2386,I'm at Carrefour Feuille we need food,mwen Nan kafouFy zon dekayt nou beswen Mange,direct
2387,"Messages with urgency. I hope you will read for us on the radio, and then send to the government that those of us in Kenskoff were just hit with another earthquake and we need. .. ",mesaj avek plis presizyon mwen swete nou lil pounou sou radyo epi voyel bay gouvn man an Nou nan kenskf tranblemann te ya frape nou fe nou bezwen ma,direct
2388,"Kenskoff commune. Thanks, we are already in Kenskoff, we don't have another place to go, it's assistance we need to help ourselves and all the piles of other people who came up",komin kenskf mesi nou deja kenskf nou pa gen yon lot kote pou nou ale se asistans nou bezwen poun ede tet nou avek tout pil lot moun ki monte vin konb,direct
2389,"I'm a university student at the state university, studying nursing, the person who used to help me died on the 12th of january, please i need help",M se on etudiante nan UNDH map aprann infirmire Faculte a tonbe moun ki tap ede m lan mouri madi 12 janvye 2011 SVP fe m jwenn supo nou d nou ke bondy,direct
2390,"Their hands are empty, they lost their families, their homes are rubble, we are asking for aid for these poor people who are dying of hunger, we are throwing out a shout to all the agencies that want to help those victims","men yo vid yo pedi fanmi yo, kay yo kraze, nap mande ed pou pv malere sa yo kap mouri ak grangou nou lanse apel sa bay tout ajans ki vle ede viktim sa",direct
2391,"the people that are entering the province are by the multitudes. What is your vision for them? They are suffering from health problems, hunger, and everything is too expensive.",Moun sa yo kap rantre nan provins pa bann e pa paket sa yo ki sanou anvizage pou yo? Yo gin problem sante grangou insekirite lavicher?,direct
2392,"I am not from the province. I am from the capital, if you are going to help please hurry because I am dying of hunger. I count on you.",Mwen pa moun pwovens mwen pa gen andey se potopwens mwen fet la nan kapital la si nou ap edem f vit paske map mouri grangou mwen konte sou nou nan adr,direct
2393,We need help at carrefour feuille we haven't receive any help. We're starving,( Me zanmi noumenm kafoufey zon jedi nou pa jwenn annyen grangou ap fi-n touye nou ),direct
2394,"and all the aid other nations sent, you hid 2 trucks of rice gang of thieves","e tout d Lot nasyon yo voye yo, nou sere 2 kamion diri bann val e",direct
2395,"Thank you I am getting the message. But it's the people of Sainte Suzanne in Port-Au-Prince, that are coming up with their hands empty.",Merci je suis en train de faire passer le message. Mais il faut aux gens de sainte suzanne qui sortaient a paup avec leurs mains vides.,direct
2396,A cold front hit Cuba this morning. It could affect Haiti tomorrow. Isolated showers are again expected in our region tonight.,Un front froid se retrouve sur Cuba ce matin. Il pourrait traverser Haiti demain. Des averses de pluie isolee sont encore prevues sur notre region ce soi,direct
2397,Can we have some aid for the children? We are 15 refugees under a tent. Our address is in rue Barbancourty in an open field. We are there hands down under the watchful care of God in heaven ,n pa ka jwen yon ed pou ti moun yo nou 15 refige anba yon tant adres nou se nan ri babankou sou yon teren nou lage 2 bwa pandie sou kont BONDIE pnan siel,direct
2398,There. Airport road between tesina ( construction company ) underground,la. Rout aeopo antwe tesina sou teren.,direct
2399,"I give thanks to God, bu my friends I have problems, Haitians have problems. I'm on the road in Cap Haitien and I don't even have water to drink",em mwen di mesi bondye men mezanmi mwen genyen problem ayisyen gen problem mwen menm se nan lari okap mwen ye la mwen menm dlo mwen pa bw,direct
2400,"dying of hunber, there is no water to drink, until now there are people under houses please if you have information on what to do when the aftershocks come, and. ..","ri grangou, pa gen dlo pou nou bw, jiska prezan gen moun ki anba kay toujou tanpri si nou ta gen enfomasyon koman pou nou sevi li sekous lan komanse, epi m",direct
2401,"Thank you for the answer, because I think we are all Haitians God is stronger","MESI POU REPONS LAN, PASKE M PANSE NOU TOUT SE AYISYEN BONDYE PLI FO.",direct
2402,Earthquake Haiti info. on how long it will last.,Sisme haiti info sur sa dure,direct
2403,OCCDI greetings to to Digicell with a lot of response there is an organization that is working in the community of Carrefour we have a center that has 1257 people. Help us. ,O. C. C. D. I Salye compayi D G cell avek ampil resp. se yon oganizasyon kap travay nan komi n kafou nou gen yon sant d bgman ki gen 1257moun Ede nou,direct
2404,"I have left Port-au-Prince since January 14th and it's hunger that's killing us. We have no clothes to wear, a little cup of rice is 35, we can't support/take the first section","Mwen gentan kite potoprens depi 14 janvye se grangou kap touye nou, nou pa gen rad pou nou mete ti mamit diri vann 35 dola nou pa ka sipte premye seksyon",direct
2405,3 kids we're all dropped in the streets without my dad and mom and 2 brothers 2 sisters. According to the government get up and go to the countryside without having anybody who's the future of kids ( last word believed to be kids. It was cut off. ),3 pitit nou tout lage nan lari a san konte papa m ak manmanm epi 2 fr 2 se dapre gouvenman an leve al nan yon provins san m pagen pesonn ki avni ti mou,direct
2406,"We are part of O. J. D. S. C. N ) KI SE OGanizasyon JEN POU DEVLOPMAN SOSYAL AK KILTIREL NAN NAZON ( Organization for National Social and Cultural Development ). Our base is at Pierre Baptiste. Please help us, we have no water.",Nou fe pati de ( O. J. D. S. C. N ) KI SE OGanizasyon JEN POU DEVLOPMAN SOSYAL AK KILTIREL NAN NAZON. baz nou se nan py batis. S. V. P ede nou paske nou pa gen dlo,direct
2407,What difference is there between a areplike and an earthquake?,Ki diferans ki genyen ant yon replik e yon tranbleman 2 t.,direct
2409,Please come help us. We want to live but can't do it alone. We are in K Foufey. We don't have anything and need anything to stay alive.,Please come to help us we want to survive but we cant by ourselves in k foufey we dont find anything yet we are missing all to live,direct
2410,Good evening! I am somone from the south. I don't have family in the south. My mother died. I have brothers and sisters.,Bon swa mesi pou mesaj la wi mwen se moun nan sid mwen pagen moun nan sid ank sete sel manman m li mouri tou se mwen ak from sen m kite nan kay la yo to,direct
2411,my house is flat but we found the bodies under the rubble and for me I don't know how to live the health of my heart. .. The message was passed on the radio for us to write so I am writing,"lakay m w kay la plat men nou te jwenn kadav yo anba dekonb e mwen menm mpa konn viv sante kom nou fe mesaj la pase sou radyo pou nou ekri mwen ekri,",direct
2412,"please my house collapsed, i dont have foos to eat, im with a child, my work collapsed, i need a little help to eat with my child. thanks",Tanpri kay mwen kraze mwen pagen manje pou m manje mav de timoun kote m tap travay kraze tanpri fe m jwen n yon ti d pou m manje ak timoun yo mesi da,direct
2413,A moto taxi fell with me. My body's aching to add to my misery. Look at what you replied to me. That information is not for me because I'm already in the countryside.,ns mwen taxi moto tonbe ak mwen kom kraze mete sou mize m. Gade sa w voye di mwen. enfomasyon sa pa pou mwen. paske mwen nan pwovens deja.,direct
2414,"Where are the dollars to buy and sell, please. Thank you.",Ki to dola acha e vant la svp mesi.,direct
2416,"I need identification to go and get aid such as water, tents, because everyone is a victim, because they are choosing the areas and the people to give help to",Mowin bewin hidantificasion pou m al Prans dde sa you kankou l eau tante spv paseke toute moune vikti Pasque ya p chwasi zonne ak moune pou yo bay dde,direct
2417,can people enter their houses?,eske moun kapab antre lakay yo,direct
2418,I have money problems to pay for a vehicle to take some stuff to the house in order to take usenmake to La Petit Bonite.,Mwen gen pwoblem kob poum peye yon machin pou m ka retire bagay yo anndan kay la poum pote yo senmak nan latibonit.,direct
2419,"Please, I want to know more information about what is going on acrss the country. Thanks.",SVP Je veux savoir des informations qui se passe a travers du pays de la part de M Doudjy. meri,direct
2420,i want to have information on the earthquake,Je veux avoir des informations sur ce tremblement de terre.,direct
2421,"Please, help me. I need clothes or anything.",S v p tanpri ede m. mwen bezwon rad bagay pye,direct
2422,Info on aftershocks. About how many days are they expected to last and what precautions should we take?,Info sur le seisme : combien de jour dure-il environ et quelle precaution a prendre?,direct
2423,PLease help me with the refugees who came from Port-au-Prince. I helped what I could. THe money that I had is finished. Now. .. ,"Sil vou pl ede mwen avek moun ki viktim yo nan tranbleman de ta a, ki kiti potoprins ki vini nan provinse mwen ede ak ti kob mwen te ginyin kouni a",direct
2424,I hope that you will help me find a way to live! Thank you.,en swete ke nap ede jwenn mwayen pou m viv. Mesi!,direct
2425,"Good evening, I would just like to work and I will not die even when we Asice do not give it to me. I'm a bulldozer, loader, backhoe technician.",BONSOIR TOUT SIMPLEMENT JE VEUX TRAVAILLER ET JE NE MOURAI PAS MEME QUAND NOUS NE ME DONNE PAS JE SUIS UN TECHNICIEN EN BULLDOZER LOADER BACKO,direct
2426,Will you take us to Croix de Bouquets,Eske yap voye nou croix des bouquets,direct
2427,Are the sending us to see in Croix Des Bouquet?,Eske yap voye nou croix des bouquets vwe?,direct
2428,because all of my family is here in Kise square 8th section of Komin Manich,PASKE MAK TOUT FANMIM NAN LAPLAS KISE 8me SEKSYON KOMIN MANICH,direct
2429,"We need food in L'Artibonite, after we left the event/earthquake in Port au prince we didn't come with anything, all remains in port au Prince.",NOU BEZWEN MANGE NAN LATIBONIT APRE NOU FIN SOTI NAN EVENEMAN SA P. AU P NOU PA VINI AK ANYEN TOUT RETE P. AU P,direct
2430,what's the phone number for radio Caraibes ?,Numero radio carabes s. v. p ( bsoir ),direct
2431,It's with ??? that i'm seeing the state of over 20 people who are victims in port au prince who came in fist section Gaskoy in the Commune of Mirebalais. .. they're dying of hunger. .. . please help,"Se avek konstnasyon map gade eta plis pase 20 moun ki viktim nan potoprens, ki vinn nan 1e seksyon gaskoy komin mibale. yap mouri ak grangou tanpri ede",direct
2432,"Saint Marc is full of victims, what is the government going to do for us?",Saint Marc chaje sinistre kisa gouvenman an ap fe pou nou.,direct
2433,I would like to have information on the earthquake,Je voudrais avoir des informations sur le saisme.,direct
2434,Please reply to me because I don't know what to do. I'm loosing my mind,Tanpri souple fem repons la non poum ka konn kisa poum fe paske lesprim pa an pa tanpri fem repons,direct
2438,Thank you! but we in Gressier where we live we don't have anything please do something for us in the 24th section Ti Boukan,Mesi! men nou menm nou nan gresye e se la nou rete nou pa gen lot kote tanpri f kichy pou nou nan 24m seksyon ( ti boukan ),direct
2439,I chose not to go external ( out of the city? ) Because my job can create things to give me ??,Mwen pa chwazi ale andeye paske mwen gen pwofesyon se pou nou kreye yon bagay ban mwen poum f.,direct
2440,In Santo 4 there is a 2 story house that is bending on a yard that has a lot of children. Please send people to demolish the building for us thank you.,Nan santo 4 gen yon kay 2 etaj ki panche sou yon lakou ki gen anpil ti moun svp nou ta renmen pou otorite ki konsene yo ta fe demoli l pou nou. Se abitan,direct
2441,"I would like to know : When the government helps someone to go to the provinces, do they give them a job? goodnight!","Mwen ta renmen konnen la gouunman ede yon moun pou wal nan provens, eske li bw kondisyon. bonswa!",direct
2442,I'm only hungry. Can you come and help me please? ,C grangou mwen grangran si nou kapab vin edem svp,direct
2443,"I am place dessaline, near the champ de mars, we need water and food, all my family is in the street",Mwen sou place dessaline nan champ de marce mwen bezwen dlo ak swen e manje tout fanmi nan lari. message de Brunache ynstz.,direct
2444,"I have been in Port-Au-Prince for 42 years. I don't have any parents. I only have a sister here and her house was destroyed. I am also married, I have 3 kids with my wife but they all live in the U. S.",Mgen 42 zan nan p a p mpa gen manman ni papa you sel si mwen gen yen li isi kay li kraze tou mmarye mgen 3 pitit ak madanm mwen yap viv o eta zini mge,direct
2445,"We tell people to go to the countryside, what is there to help them. I was born in the capital, my parents don't have anything in the country side.","Nap di moun al andey, ki dispozitif nou met an plas pou akeyi moun? M fet nan kapital la, paran m pa gen anyen andey.",direct
2446,How much money did TV Latino American collect in Miami,Konbyen kob tv latino america ranmase miami,direct
2446,How much money did TV Latino American collect in Miami,Konbyen kob tv latino america ranmase miami,direct
2448,"My friends say a little about Gressier, because Gressier has many people under houses. ..","Me zanmi di yon mo pou gresye, paske gresye gen plizy mou anba kay se chen kap manje ponyt yo. gresye fin santi espesialman b komisarya. map mande otor",direct
2449,"Need to know if there's no other foreing hospital to help wounded, than the on in republican republic,","Bonswa, se yon enfomasyon map mande nou, eske pa gen lot lopital etranje ki te anchaj pou blese yo apa de lopital ki nan st domeng la ke yo te gentan ale a",direct
2450,"Hello, can I get the addresses of the belgian, british and spanish embasies. thanks in advance.","Slt, eske mka jwenn adres anbasad belgique angleterre espagne mesi davans.",direct
2451,We need help for the victims here at the general hospital. We need medicine and food.,Nou bezwen ed pou viktim ki nan lopital general okay yo medikaman ak manje,direct
2452,"I am from Fort De Jacque. I a problem, a wall fell on my feet. I need help, I am at home!",Se moune fojak mwen ye mwen gen pobleme gen yon mi ki tombe sou tout deux pied m mwen bezoin aide se lakay mwen mwen ye,direct
2453,What does someone from Leogane have to do to get help?,Ki jan pou moun leogan ap jwen d,direct
2454,"how can you help me, i lost my entire family I attend a university, I'm the only one who survived can you help.",kman nouka edem mwen pedi tout fanmi mwen senan inivsite mwen teye sel kisove eske nouka edem. exantus frantz,direct
2455,Government officials who are not doing anything should go home to their suburban areas too. They can't even distribute the necessary aid. What are these people going to eat if they go back to their suburban homes?,Se pou ng ki nan gouverneman an ki pap regle anyen ale lakay yo nan pwovens tou. menm repatisyon ed la nou pa ka f byen. sa moun yo pral manje an pwovens.,direct
2456,"Please send a sms for me because I'm sorry, I want to hurt myself, I feel like my life is finished, I lost my my mother, brother, father, my nephew. ..",Voye yon sms pou mwen paske mwen dezole mwen vle fe tet mwen mal mwen vle mwen santi m fini mwen pedi manmanm mwen pa di from mwen pa di neve m mwen pa d,direct
2457,"At of everyone in my family the person that I spoke to the most was my mom. They didn't even let me see her body, they threw it away. There is no life for me anymore",i tout fami m yo se ak manman m mwen te kan pale tout ti koze m yo pa men m kite m we ke yo se jete yo jete ke yo elas pagen lavi pou mwen tout bagay mwe,direct
2458,"below the house. OK Thank you for all the texts you sent for me, and are sending for me still thank you thank you than you it is you who are there with me thank you don't give up on me ok thank you",n anbakay la ok mesi pou tout sms nou voye pou mwen enap voye pou mwen tou jou mesi mesi mesi se nou kila avek mwen mesi pa lagen m ok mesi,direct
2459,I need the address of a cyber coffee that is open,Ki adres sib kafe ki an fonktyon?,direct
2460,".. . who need food, they leave the other place. Please help us.",ki bezyen mange yo soti lot kote tanpri ede non,direct
2461,"Darling, tu will allways come and walk in my dreams. Madam in the dreams that I dream. Kisses darling ( mmuaaaaah ). Olala! Tonigh is the night where the ? meet","Cherie tu viendras tjrs marcher dns mes reves. Mme dans les reves que je reve. Biz Cherie ( mmuaaaaah ). Olala. . ! Ce soir, C la n8 ou se rencontrent les ci",direct
2462,"And if a person is still interested in obtaining a visa, what should he/she do?","Et si toutefois on est interresse pour obtenir un Visas, que doit-on faire?",direct
2463,"We were very pleased to receive your message and take the opportunity to tell you ro think about the countryside, most of all La Gonave, because we have plenty of people, we have nothing to ",Nou te tre kontan resevwa mesaj nou e pwofite di nou pou nou ta panse ak vil pwovens yo sitou ak lagonav paske nou ranpli ak moun nou pa gen anyen pou n,direct
2464,"we need food, water and more address : corner of clercine 19 and impasse franois Association des jeunes de Tabarre","we need food, water, and more. clercine 19 imp franois #60. association des jeunes de Tabarre. Tillias, Bredy",direct
2465,"When are they bringing food for us, etc.",n ki li yo ap pote pou nou manje elatriye,direct
2467,"we are in bon repos, we are victims, we need water. .. something about wherewolf ?","Nou nan bonrepo nou victime nou bezwen dlo, tant poun demi paske serin ap bat nou lougarou ap p2 banou gwo problem nan bonrepo pote nou sekou",direct
